round,order,age,field_cd,race,goal,date,career_c,exphappy,round_p,order_p,age_p,field_cd_p,race_p,goal_p,date_p,career_c_p,exphappy_p,int_corr,match
22,14,23,15,2,5,7,6,2,22,14,24,5,6,3,5,5,9,-0.23,0
15,14,32,15,6,2,2,6,6,15,14,24,18,2,6,7,10,5,-0.05,0
22,15,23,15,2,5,7,6,2,22,15,25,5,4,2,7,2,7,-0.36,0
22,18,23,15,2,2,6,6,2,22,18,23,5,4,1,7,4,5,0.02,0
22,19,30,15,3,5,5,6,3,22,19,23,5,4,1,7,4,5,-0.27,0
22,20,23,15,2,5,7,6,2,22,20,30,8,2,1,6,7,7,-0.1,1
22,21,23,15,2,2,6,6,2,22,21,26,5,2,2,6,2,5,0.12,1
22,22,23,15,2,2,6,6,2,22,22,23,5,4,3,7,7,7,-0.01,0
22,22,23,15,2,5,7,6,2,22,22,28,8,2,1,7,7,5,0.48,1
21,1,28,16,2,2,7,10,4,21,1,27,10,4,1,3,4,6,0.28,1
21,4,28,16,2,2,7,10,4,21,4,24,3,3,3,4,2,6,0.03,0
21,7,28,16,2,2,7,10,4,21,7,24,5,6,4,6,7,10,0.01,0
21,11,28,16,2,2,7,10,4,21,11,28,13,1,1,2,7,6,0.53,1
21,13,28,16,2,2,7,10,4,21,13,23,5,1,1,4,7,5,-0.05,0
21,19,28,16,2,2,7,10,4,21,19,22,13,4,1,7,6,8,0.01,0
21,20,28,16,2,2,7,10,4,21,20,27,3,2,1,6,2,5,0.43,1
21,21,28,16,2,2,7,10,4,21,21,28,8,4,1,4,7,7,0.27,1
10,8,25,17,3,1,5,17,4,9,8,23,3,2,1,4,3,5,0.33,1
22,1,25,18,2,1,2,15,10,22,1,23,6,2,1,6,16,6,0.39,1
22,2,25,18,2,1,2,15,10,22,2,25,4,4,2,7,4,6,0.59,1
22,3,25,18,2,1,2,15,10,22,3,26,8,3,2,7,2,5,0.63,1
15,7,24,18,2,6,7,10,5,15,7,28,8,2,3,2,7,6,-0.03,0
15,9,31,18,4,1,6,15,6,15,9,34,10,4,2,6,2,7,0.62,1
22,9,25,18,2,1,2,15,10,22,9,27,10,4,2,6,2,2,0.59,1
22,12,25,18,2,1,2,15,10,22,12,28,6,4,2,4,16,6,0.68,1
22,15,25,18,2,1,2,15,10,22,15,22,5,4,2,7,10,8,0.01,0
